"[242, 29.530085071307703, datetime.datetime(2020, 4, 27, 23, 36, 8, 946960)]"
"[243, 29.524117882200375, datetime.datetime(2020, 4, 27, 23, 36, 11, 78585)]"
"[244, 29.521670117100552, datetime.datetime(2020, 4, 27, 23, 36, 13, 151936)]"
"[245, 29.507339032497367, datetime.datetime(2020, 4, 27, 23, 36, 15, 426176)]"
"[246, 29.497423784987344, datetime.datetime(2020, 4, 27, 23, 36, 17, 627711)]"
"[247, 29.501291716695917, datetime.datetime(2020, 4, 27, 23, 36, 19, 595915)]"
"[248, 29.487052863006234, datetime.datetime(2020, 4, 27, 23, 36, 21, 873284)]"
"[249, 29.4839880511193, datetime.datetime(2020, 4, 27, 23, 36, 23, 960736)]"
"[250, 29.479074390755272, datetime.datetime(2020, 4, 27, 23, 36, 26, 80545)]"
"[251, 29.47578674981728, datetime.datetime(2020, 4, 27, 23, 36, 28, 172874)]"
"[252, 29.46244426255362, datetime.datetime(2020, 4, 27, 23, 36, 30, 440738)]"
"[253, 29.469895465082743, datetime.datetime(2020, 4, 27, 23, 36, 32, 346972)]"
"[254, 29.450226823906288, datetime.datetime(2020, 4, 27, 23, 36, 34, 728311)]"
"[255, 29.441571954947538, datetime.datetime(2020, 4, 27, 23, 36, 36, 918370)]"
"[256, 29.442160814205426, datetime.datetime(2020, 4, 27, 23, 36, 38, 945883)]"
"[257, 29.42182523934572, datetime.datetime(2020, 4, 27, 23, 36, 41, 345756)]"
"[258, 29.424917753173457, datetime.datetime(2020, 4, 27, 23, 36, 43, 329764)]"
"[259, 29.408028206996203, datetime.datetime(2020, 4, 27, 23, 36, 45, 672163)]"
"[260, 29.404520456911037, datetime.datetime(2020, 4, 27, 23, 36, 47, 775715)]"
"[261, 29.387910020250565, datetime.datetime(2020, 4, 27, 23, 36, 50, 117222)]"
"[262, 29.365936077779416, datetime.datetime(2020, 4, 27, 23, 36, 52, 559150)]"
"[263, 29.355121818823097, datetime.datetime(2020, 4, 27, 23, 36, 54, 800285)]"
"[264, 29.331119698530806, datetime.datetime(2020, 4, 27, 23, 36, 57, 285786)]"
"[265, 29.313317185846927, datetime.datetime(2020, 4, 27, 23, 36, 59, 660613)]"
"[266, 29.31041464428816, datetime.datetime(2020, 4, 27, 23, 37, 1, 761381)]"
"[267, 29.283162588511296, datetime.datetime(2020, 4, 27, 23, 37, 4, 317088)]"
"[268, 29.26352975979541, datetime.datetime(2020, 4, 27, 23, 37, 6, 734469)]"
"[269, 29.242800941784004, datetime.datetime(2020, 4, 27, 23, 37, 9, 175746)]"
"[270, 29.2136710380656, datetime.datetime(2020, 4, 27, 23, 37, 11, 779933)]"
"[271, 29.21146181455396, datetime.datetime(2020, 4, 27, 23, 37, 13, 875857)]"
"[272, 29.179909938560623, datetime.datetime(2020, 4, 27, 23, 37, 16, 533965)]"
"[273, 29.159758365302274, datetime.datetime(2020, 4, 27, 23, 37, 18, 978099)]"
"[274, 29.146774509460258, datetime.datetime(2020, 4, 27, 23, 37, 21, 286863)]"
"[275, 29.13479254330878, datetime.datetime(2020, 4, 27, 23, 37, 23, 578221)]"
"[276, 29.12907044371443, datetime.datetime(2020, 4, 27, 23, 37, 25, 749654)]"
"[277, 29.102262146134112, datetime.datetime(2020, 4, 27, 23, 37, 28, 334653)]"
"[278, 29.064793332161212, datetime.datetime(2020, 4, 27, 23, 37, 31, 135233)]"
"[279, 29.053840042246737, datetime.datetime(2020, 4, 27, 23, 37, 33, 416742)]"
